state,lga,year,fvi_score,fvi_category,exposure_index,sensitivity_index,adaptive_capacity_index,annual_rainfall_mm,population_exposed_thousands,area_flooded_km2,economic_loss_million_ngn,flood_events
Ekiti,Moba,2020,4.77,Medium,3.59,5.66,4.63,1263,10,8,104.9,2
Ekiti,Moba,2021,3.89,Medium,3.22,4.5,5.99,1364,14,15,191.7,3
Ekiti,Moba,2022,4.72,Medium,5.41,4.03,5.28,1539,18,18,226.0,3
Ekiti,Moba,2023,3.79,Medium,3.61,4.05,6.37,1557,9,18,226.5,1
Ekiti,Moba,2024,4.52,Medium,5.51,4.08,6.59,1276,18,15,186.1,2
Ekiti,Oye,2018,4.5,Medium,3.92,5.1,5.55,1209,20,13,167.3,1
Ekiti,Oye,2019,4.28,Medium,4.31,4.21,5.64,1215,15,7,91.5,2
Ekiti,Oye,2020,4.99,Medium,4.81,5.77,6.2,1403,7,13,173.0,3
Ekiti,Oye,2021,4.27,Medium,4.04,4.62,5.95,1217,9,7,88.8,3
Ekiti,Oye,2022,4.2,Medium,4.23,3.99,5.43,1630,17,11,135.0,2
Ekiti,Oye,2023,4.63,Medium,4.28,5.57,6.51,1308,9,18,238.0,3
Ekiti,Oye,2024,4.58,Medium,4.85,4.31,5.4,1299,10,12,154.5,3
Enugu,Aninri,2018,4.65,Medium,3.8,5.78,5.93,1734,26,13,163.8,1
Enugu,Aninri,2019,4.41,Medium,4.88,4.01,5.72,1712,16,15,198.0,3
Enugu,Aninri,2020,4.94,Medium,3.69,5.9,4.5,1882,31,14,184.1,1
Enugu,Aninri,2021,4.71,Medium,4.89,4.36,4.98,1738,25,24,291.9,3
Enugu,Aninri,2022,4.02,Medium,3.84,4.16,5.91,1759,19,14,172.9,1
Enugu,Aninri,2023,4.59,Medium,4.34,4.62,4.97,1907,25,12,150.3,2
Enugu,Aninri,2024,5.31,Medium,5.39,5.32,4.85,1955,26,20,266.2,2
Enugu,Awgu,2018,4.42,Medium,3.27,4.94,4.32,1608,27,21,261.2,2
Enugu,Awgu,2019,4.43,Medium,4.51,4.12,5.1,1416,17,14,183.9,1
Enugu,Awgu,2020,4.72,Medium,3.51,6.33,6.06,1411,29,22,289.0,2
Enugu,Awgu,2021,5.54,Medium,5.13,5.98,4.53,1755,18,12,158.0,3
Enugu,Awgu,2022,4.31,Medium,4.63,4.24,6.17,1711,13,16,202.5,2
Enugu,Awgu,2023,5.58,Medium,5.27,6.03,4.7,1666,27,21,267.3,3
Enugu,Awgu,2024,4.46,Medium,4.51,4.27,5.25,1928,19,20,251.9,2
Enugu,Enugu East,2018,4.71,Medium,4.77,4.78,5.53,1603,15,19,237.6,2
Enugu,Enugu East,2019,4.89,Medium,4.81,4.91,5.0,1444,15,21,266.8,3
Enugu,Enugu East,2020,5.0,Medium,4.34,6.2,6.1,1678,15,12,154.0,1
Enugu,Enugu East,2021,4.84,Medium,5.06,4.99,5.89,1620,26,22,286.4,3
Enugu,Enugu East,2022,5.13,Medium,5.15,5.05,4.76,1902,12,11,142.4,2
Enugu,Enugu East,2023,5.15,Medium,4.82,5.57,5.02,1816,23,17,218.3,1
Enugu,Enugu East,2024,4.62,Medium,4.98,4.24,5.36,1928,23,10,129.0,1
Enugu,Enugu North,2018,5.14,Medium,4.26,5.81,4.44,1425,23,18,231.5,2
Enugu,Enugu North,2019,4.28,Medium,3.66,4.3,4.54,1462,14,16,214.0,3
Enugu,Enugu North,2020,4.29,Medium,4.8,3.97,6.08,1857,32,22,293.3,3
Enugu,Enugu North,2021,5.38,Medium,4.66,6.06,4.52,1550,29,21,278.6,1
Enugu,Enugu North,2022,5.61,Medium,5.6,6.45,6.03,1484,28,22,291.1,3
Enugu,Enugu North,2023,5.44,Medium,5.1,6.55,6.08,1843,32,18,221.0,3
Enugu,Enugu North,2024,4.93,Medium,5.84,4.43,5.9,1850,22,12,157.3,3
Enugu,Enugu South,2018,4.87,Medium,4.84,5.08,5.48,1541,15,8,101.6,1
Enugu,Enugu South,2019,4.95,Medium,4.71,5.73,6.13,1795,16,21,268.4,3
Enugu,Enugu South,2020,5.15,Medium,5.6,5.22,5.87,1705,14,19,233.6,2
Enugu,Enugu South,2021,5.25,Medium,5.85,4.89,5.24,1664,27,12,152.2,3
Enugu,Enugu South,2022,5.48,Medium,5.78,5.28,4.71,1678,21,22,291.8,2
Enugu,Enugu South,2023,5.42,Medium,6.07,5.21,5.46,1699,31,24,296.2,3
Enugu,Enugu South,2024,5.12,Medium,3.84,6.27,4.64,1851,14,18,234.4,1
Enugu,Ezeagu,2018,4.77,Medium,4.21,5.16,4.88,1620,25,16,199.6,2
Enugu,Ezeagu,2019,5.17,Medium,5.27,5.4,5.5,1770,27,18,228.5,1
Enugu,Ezeagu,2020,4.67,Medium,4.66,4.74,5.43,1705,28,10,132.0,3
Enugu,Ezeagu,2021,4.35,Medium,3.71,4.81,5.3,1430,30,14,174.6,3
Enugu,Ezeagu,2022,4.53,Medium,4.79,4.58,6.1,1921,20,21,255.6,3
Enugu,Ezeagu,2023,5.1,Medium,4.73,5.25,4.47,1671,21,21,276.5,3
Enugu,Ezeagu,2024,6.01,Medium,5.9,6.42,4.58,1722,19,16,211.0,2
Enugu,Igbo Etiti,2018,4.81,Medium,4.67,4.92,5.13,1714,21,13,161.0,3
Enugu,Igbo Etiti,2019,4.23,Medium,3.79,4.21,4.84,1559,22,21,275.9,1
Enugu,Igbo Etiti,2020,4.41,Medium,4.22,4.71,5.8,1403,19,9,113.3,2
Enugu,Igbo Etiti,2021,5.35,Medium,5.56,5.76,5.87,1435,12,11,144.7,2
Enugu,Igbo Etiti,2022,4.26,Medium,3.65,4.82,5.61,1548,16,15,194.9,3
Enugu,Igbo Etiti,2023,5.28,Medium,5.93,4.99,5.42,1749,25,24,317.2,1
Enugu,Igbo Etiti,2024,4.78,Medium,3.91,5.81,5.54,1615,24,16,194.1,1
Enugu,Igbo Eze North,2018,4.2,Medium,3.98,4.48,5.93,1636,16,8,104.8,3
Enugu,Igbo Eze North,2019,4.54,Medium,5.18,4.25,6.16,1728,13,18,229.6,2
Enugu,Igbo Eze North,2020,4.36,Medium,4.02,4.59,5.39,1676,11,17,216.6,2
Enugu,Igbo Eze North,2021,5.3,Medium,5.77,5.09,5.24,1774,12,23,306.3,1
Enugu,Igbo Eze North,2022,4.82,Medium,4.04,5.85,5.71,1893,30,14,183.4,1
Enugu,Igbo Eze North,2023,4.7,Medium,4.58,5.31,6.31,1610,21,24,309.3,1
Enugu,Igbo Eze North,2024,4.62,Medium,4.57,4.28,4.61,1581,24,26,335.6,2
Enugu,Igbo Eze South,2018,3.95,Medium,3.36,4.41,5.78,1564,22,8,99.2,1
Enugu,Igbo Eze South,2019,5.53,Medium,5.3,5.89,4.74,1754,13,22,285.4,1
Enugu,Igbo Eze South,2020,4.65,Medium,4.33,4.5,4.4,1837,27,20,255.4,2
Enugu,Igbo Eze South,2021,4.82,Medium,5.61,4.17,5.48,1599,15,24,292.9,2
Enugu,Igbo Eze South,2022,4.28,Medium,3.61,4.95,5.74,1806,14,11,140.1,2
Enugu,Igbo Eze South,2023,5.58,Medium,5.99,5.39,4.83,1829,21,18,231.9,1
Enugu,Igbo Eze South,2024,5.14,Medium,6.21,4.13,4.98,1636,22,24,297.9,3
Enugu,Isi Uzo,2018,4.4,Medium,4.48,4.06,5.08,1794,21,13,163.2,1
Enugu,Isi Uzo,2019,4.57,Medium,4.31,4.75,5.26,1663,24,21,267.4,1
Enugu,Isi Uzo,2020,5.39,Medium,5.66,5.67,5.69,1454,25,17,220.3,2
Enugu,Isi Uzo,2021,5.36,Medium,5.49,5.25,4.66,1634,14,10,128.0,3
Enugu,Isi Uzo,2022,4.24,Medium,3.83,4.49,5.42,1639,33,10,129.6,3
Enugu,Isi Uzo,2023,4.32,Medium,3.81,4.85,5.72,1820,25,12,158.7,3
Enugu,Isi Uzo,2024,4.84,Medium,5.32,4.53,5.48,1970,27,28,342.6,2
Enugu,Nkanu East,2018,4.78,Medium,4.4,4.92,4.76,1701,11,19,253.4,1
Enugu,Nkanu East,2019,4.15,Medium,3.72,4.03,4.74,1560,23,11,140.3,2
Enugu,Nkanu East,2020,4.61,Medium,5.29,4.09,5.7,1631,16,10,123.9,3
Enugu,Nkanu East,2021,5.26,Medium,5.24,5.92,6.0,1715,33,11,141.8,3
Enugu,Nkanu East,2022,5.51,Medium,5.81,5.58,5.23,1592,12,17,212.9,2
Enugu,Nkanu East,2023,4.85,Medium,5.93,4.19,5.96,1574,15,10,125.1,2
Enugu,Nkanu East,2024,5.3,Medium,5.61,5.41,5.55,1896,33,17,221.9,3
Enugu,Nkanu West,2018,4.4,Medium,3.25,5.13,4.76,1524,23,16,207.2,3
Enugu,Nkanu West,2019,4.34,Medium,3.78,4.64,5.15,1424,26,11,144.2,1
Enugu,Nkanu West,2020,4.8,Medium,4.64,4.9,5.07,1508,31,23,286.2,2
Enugu,Nkanu West,2021,5.42,Medium,5.75,5.09,4.6,1569,33,16,197.4,1
Enugu,Nkanu West,2022,5.24,Medium,5.37,5.71,5.94,1834,14,19,237.0,1
Enugu,Nkanu West,2023,5.33,Medium,6.06,4.96,5.41,1589,33,15,182.4,3
Enugu,Nkanu West,2024,5.09,Medium,5.2,4.92,4.77,1730,24,27,334.3,1
Enugu,Nsukka,2018,4.81,Medium,3.47,5.99,4.86,1378,22,13,171.3,2
Enugu,Nsukka,2019,5.45,Medium,5.38,5.7,4.9,1740,13,11,144.5,2
Enugu,Nsukka,2020,4.69,Medium,3.84,5.21,4.65,1731,21,14,186.2,3
Enugu,Nsukka,2021,4.54,Medium,3.69,5.24,5.16,1665,17,13,163.1,1
Enugu,Nsukka,2022,4.93,Medium,4.93,4.91,5.03,1735,26,24,320.5,2
Enugu,Nsukka,2023,4.52,Medium,4.02,5.3,6.06,1666,15,19,244.5,2
Enugu,Nsukka,2024,5.22,Medium,4.25,6.24,4.91,1912,14,11,135.8,2
Enugu,Oji River,2018,4.65,Medium,3.97,5.42,5.51,1723,21,20,263.8,2
Enugu,Oji River,2019,5.2,Medium,4.57,6.12,5.39,1724,18,12,155.9,3
Enugu,Oji River,2020,5.09,Medium,5.46,4.43,4.31,1808,12,17,226.3,2
Enugu,Oji River,2021,5.03,Medium,5.02,5.7,6.31,1511,30,18,231.5,1
Enugu,Oji River,2022,4.4,Medium,3.75,5.07,5.64,1881,27,13,161.4,1
Enugu,Oji River,2023,4.53,Medium,4.96,4.52,6.29,1912,25,20,256.9,3
Enugu,Oji River,2024,5.84,Medium,5.89,6.4,5.36,1781,30,10,133.3,3
Enugu,Udenu,2018,5.18,Medium,4.37,5.98,4.79,1691,16,14,173.1,3
Enugu,Udenu,2019,5.42,Medium,5.59,5.95,6.0,1490,29,13,171.3,2
Enugu,Udenu,2020,4.33,Medium,3.9,4.95,6.05,1554,23,23,291.3,1
Enugu,Udenu,2021,4.62,Medium,4.64,4.32,4.8,1456,15,19,250.3,2
Enugu,Udenu,2022,5.41,Medium,5.58,5.24,4.56,1958,23,17,209.6,2
Enugu,Udenu,2023,5.42,Medium,5.56,5.83,5.7,1946,25,9,117.7,2
Enugu,Udenu,2024,5.92,Medium,6.08,6.29,5.14,1866,16,17,213.1,2
Enugu,Udi,2018,5.19,Medium,5.09,5.02,4.26,1572,13,20,266.9,2
Enugu,Udi,2019,4.98,Medium,4.03,5.55,4.28,1742,17,11,144.3,2
Enugu,Udi,2020,5.25,Medium,5.61,5.33,5.65,1493,16,23,289.8,2
Enugu,Udi,2021,5.76,Medium,5.51,6.36,4.94,1676,30,19,246.7,2
Enugu,Udi,2022,4.28,Medium,3.77,4.11,4.37,1780,29,13,170.8,2
Enugu,Udi,2023,5.04,Medium,4.14,5.89,4.84,1634,14,10,123.9,2
Enugu,Udi,2024,4.83,Medium,4.15,5.99,6.12,1760,23,20,250.3,2
Enugu,Uzo Uwani,2018,4.7,Medium,5.36,4.08,5.4,1548,22,8,103.2,3
Enugu,Uzo Uwani,2019,5.22,Medium,5.16,5.95,6.14,1852,11,16,196.5,3
Enugu,Uzo Uwani,2020,4.57,Medium,4.69,4.44,5.4,1503,12,12,157.2,3
Enugu,Uzo Uwani,2021,4.89,Medium,4.83,4.94,5.1,1923,27,14,172.7,1
Enugu,Uzo Uwani,2022,5.0,Medium,5.46,4.38,4.7,1786,29,21,265.8,1
Enugu,Uzo Uwani,2023,4.76,Medium,5.28,4.58,5.93,1840,14,10,124.1,2
Enugu,Uzo Uwani,2024,5.41,Medium,6.06,5.49,6.05,1952,21,21,259.2,2
FCT,Abaji,2018,3.87,Medium,4.16,4.25,7.47,1128,40,32,418.7,3
FCT,Abaji,2019,3.51,Medium,3.48,3.78,6.94,1357,61,23,292.9,2
FCT,Abaji,2020,4.11,Medium,5.28,4.0,8.03,1256,43,37,457.1,2
FCT,Abaji,2021,3.63,Medium,4.19,3.44,7.1,1327,56,27,353.8,2
FCT,Abaji,2022,4.47,Medium,5.48,3.83,6.29,1475,78,29,379.3,3
FCT,Abaji,2023,4.42,Medium,4.57,5.34,7.72,1417,66,36,460.6,1
FCT,Abaji,2024,3.81,Medium,3.68,4.74,7.78,1213,43,32,404.6,3
FCT,Abuja Municipal,2018,4.44,Medium,4.47,4.65,6.06,1259,32,20,248.2,2
FCT,Abuja Municipal,2019,3.51,Medium,4.22,3.36,7.6,1439,25,23,294.4,1
FCT,Abuja Municipal,2020,3.49,Medium,3.3,4.34,7.83,1159,26,38,479.6,2
FCT,Abuja Municipal,2021,4.07,Medium,4.22,4.65,7.39,1337,39,45,554.5,1
FCT,Abuja Municipal,2022,3.71,Medium,4.43,3.34,6.97,1399,72,25,315.2,3
FCT,Abuja Municipal,2023,4.48,Medium,4.97,4.54,6.61,1290,58,33,426.7,2
FCT,Abuja Municipal,2024,3.64,Medium,3.79,3.77,6.92,1418,67,49,606.5,2
FCT,Bwari,2018,3.74,Medium,5.3,3.04,7.98,1405,25,17,209.7,3
FCT,Bwari,2019,3.24,Low,3.65,3.32,7.72,1225,52,42,550.3,1
FCT,Bwari,2020,3.35,Low,4.24,2.95,7.61,1180,60,29,387.9,1
FCT,Bwari,2021,3.56,Medium,3.95,3.63,7.36,1338,54,29,355.7,1
FCT,Bwari,2022,3.57,Medium,3.38,3.73,6.35,1139,64,39,481.2,3
FCT,Bwari,2023,3.6,Medium,3.81,3.73,7.1,1357,28,20,259.1,2
FCT,Bwari,2024,4.44,Medium,5.38,4.66,7.87,1193,77,48,627.5,3
FCT,Gwagwalada,2018,4.24,Medium,4.2,4.58,6.37,1118,32,31,380.9,2
FCT,Gwagwalada,2019,3.41,Medium,3.74,2.88,6.21,1152,63,26,336.6,1
FCT,Gwagwalada,2020,3.85,Medium,4.12,4.17,7.32,1196,52,21,265.0,1
FCT,Gwagwalada,2021,4.01,Medium,4.91,3.8,7.36,1228,74,43,544.0,3
FCT,Gwagwalada,2022,3.45,Medium,4.06,3.1,7.05,1451,38,41,546.4,2
FCT,Gwagwalada,2023,4.92,Medium,5.26,5.43,6.76,1466,79,30,400.8,3
FCT,Gwagwalada,2024,3.76,Medium,3.46,4.08,6.28,1405,76,41,544.3,1
FCT,Kuje,2018,3.35,Low,3.7,2.83,6.3,1226,64,41,501.8,1
FCT,Kuje,2019,3.18,Low,3.43,3.29,7.54,1285,34,19,243.4,1
FCT,Kuje,2020,4.44,Medium,4.9,4.34,6.31,1422,53,27,349.5,2
FCT,Kuje,2021,4.03,Medium,5.5,3.48,7.79,1117,34,23,292.9,3
FCT,Kuje,2022,3.95,Medium,4.06,4.3,6.98,1503,74,39,505.5,1
FCT,Kuje,2023,3.72,Medium,4.68,3.43,7.6,1384,35,28,361.7,1
FCT,Kuje,2024,3.67,Medium,4.38,3.38,7.16,1240,68,36,463.1,2
FCT,Kwali,2018,3.88,Medium,4.65,3.56,7.04,1391,47,21,272.7,3
FCT,Kwali,2019,3.55,Medium,4.1,3.61,7.68,1184,37,43,568.5,3
FCT,Kwali,2020,4.23,Medium,4.48,4.82,7.43,1438,70,41,536.8,2
FCT,Kwali,2021,4.06,Medium,4.01,4.87,7.45,1468,29,49,631.9,2
FCT,Kwali,2022,4.58,Medium,5.73,4.54,7.62,1205,36,47,603.2,3
FCT,Kwali,2023,4.28,Medium,5.46,3.44,6.41,1158,47,45,569.3,1
FCT,Kwali,2024,4.77,Medium,5.62,4.55,6.47,1296,72,32,421.1,1
Gombe,Akko,2018,4.8,Medium,4.97,4.41,4.73,652,14,43,537.3,2
Gombe,Akko,2019,5.72,Medium,4.31,6.56,3.17,772,24,27,360.2,3
Gombe,Akko,2020,5.31,Medium,4.71,5.35,3.59,793,33,30,381.5,2
Gombe,Akko,2021,5.77,Medium,6.23,5.41,4.42,833,38,44,539.1,1
Gombe,Akko,2022,5.46,Medium,4.29,6.14,3.54,742,29,34,417.0,1
Gombe,Akko,2023,6.27,Medium,6.36,6.45,4.27,881,24,25,311.0,3
Gombe,Akko,2024,5.69,Medium,5.7,5.61,4.16,946,25,56,748.2,1
Gombe,Balanga,2018,5.59,Medium,4.05,6.73,3.6,757,14,41,504.9,2
Gombe,Balanga,2019,5.13,Medium,4.29,5.84,4.63,799,13,24,313.6,1
Gombe,Balanga,2020,5.03,Medium,4.93,4.93,4.6,664,30,23,283.4,3
Gombe,Balanga,2021,5.39,Medium,4.24,6.45,4.45,778,16,32,415.6,2
Gombe,Balanga,2022,5.55,Medium,5.41,5.83,4.71,710,38,33,439.8,1
Gombe,Balanga,2023,6.0,Medium,5.07,6.49,3.12,935,29,25,310.7,3
Gombe,Balanga,2024,5.47,Medium,4.49,5.83,3.27,736,33,52,657.3,3
Gombe,Billiri,2018,5.58,Medium,5.39,5.79,4.46,731,27,24,317.3,3
Gombe,Billiri,2019,5.36,Medium,4.27,6.01,3.77,816,30,28,355.8,3
Gombe,Billiri,2020,5.68,Medium,5.96,5.19,3.93,704,29,19,245.2,2
Gombe,Billiri,2021,5.7,Medium,6.25,4.89,3.78,810,32,37,477.1,1
Gombe,Billiri,2022,6.02,Medium,5.96,6.48,4.75,839,18,23,289.2,2
Gombe,Billiri,2023,5.5,Medium,5.73,5.02,4.0,798,32,33,413.1,1
Gombe,Billiri,2024,5.5,Medium,4.8,6.28,4.67,720,27,40,532.7,2
Gombe,Dukku,2018,5.85,Medium,5.76,5.83,3.93,722,29,42,512.3,3
Gombe,Dukku,2019,5.11,Medium,4.74,5.4,4.75,742,15,25,326.6,3
Gombe,Dukku,2020,6.35,Medium,5.68,6.87,3.35,677,14,34,439.7,1
Gombe,Dukku,2021,4.84,Medium,4.41,4.45,3.52,740,14,18,220.6,2
Gombe,Dukku,2022,6.11,Medium,6.32,5.78,3.65,719,17,46,608.9,2
Gombe,Dukku,2023,5.71,Medium,5.35,5.89,3.91,900,16,43,567.7,2
Gombe,Dukku,2024,5.92,Medium,6.43,5.61,4.47,842,22,45,595.5,2
Gombe,Funakaye,2018,6.01,Medium,6.2,5.25,2.87,670,20,30,389.2,3
Gombe,Funakaye,2019,5.53,Medium,6.29,4.85,4.65,761,24,21,258.4,2
Gombe,Funakaye,2020,6.15,Medium,5.83,6.4,3.72,692,32,17,220.8,2
Gombe,Funakaye,2021,5.92,Medium,5.72,6.29,4.44,714,29,48,603.2,3
Gombe,Funakaye,2022,4.78,Medium,4.52,4.91,4.94,775,38,46,606.3,1
Gombe,Funakaye,2023,5.96,Medium,6.5,5.17,3.53,708,15,36,442.0,2
Gombe,Funakaye,2024,5.65,Medium,4.32,6.62,3.63,705,35,37,487.3,3
Gombe,Gombe,2018,5.98,Medium,5.81,5.9,3.51,799,26,43,575.1,1
Gombe,Gombe,2019,5.16,Medium,4.92,5.33,4.68,769,25,38,487.6,3
Gombe,Gombe,2020,5.43,Medium,5.54,5.43,4.77,812,17,23,280.2,2
Gombe,Gombe,2021,5.11,Medium,5.2,4.66,4.14,824,34,23,291.0,3
Gombe,Gombe,2022,5.82,Medium,5.14,6.72,4.63,689,16,31,390.2,3
Gombe,Gombe,2023,5.57,Medium,5.45,5.33,3.73,825,25,29,361.1,2
Gombe,Gombe,2024,5.81,Medium,6.18,4.96,3.23,892,26,58,748.9,3
Gombe,Kaltungo,2018,5.76,Medium,5.9,5.6,4.2,738,13,18,238.5,2
Gombe,Kaltungo,2019,5.78,Medium,4.38,6.52,2.91,828,28,31,408.8,1
Gombe,Kaltungo,2020,4.81,Medium,4.67,4.78,4.87,872,13,50,632.2,3
Gombe,Kaltungo,2021,5.26,Medium,5.94,4.57,4.74,861,31,45,569.1,3
Gombe,Kaltungo,2022,5.82,Medium,5.93,6.01,4.79,699,37,39,500.4,2
Gombe,Kaltungo,2023,5.93,Medium,4.55,6.94,3.31,882,21,45,562.1,3
Gombe,Kaltungo,2024,5.78,Medium,6.42,5.11,4.15,871,28,59,723.8,3
Gombe,Kwami,2018,5.48,Medium,4.57,6.06,3.84,826,29,18,239.4,1
Gombe,Kwami,2019,6.03,Medium,5.36,6.56,3.71,849,30,35,446.6,1
Gombe,Kwami,2020,4.75,Medium,3.95,4.43,3.04,824,28,37,451.0,2
Gombe,Kwami,2021,5.8,Medium,5.64,6.04,4.33,820,14,49,597.8,3
Gombe,Kwami,2022,5.87,Medium,4.3,6.92,3.07,705,18,34,445.5,2
Gombe,Kwami,2023,5.33,Medium,4.18,6.39,4.48,832,24,41,533.3,3
Gombe,Kwami,2024,5.39,Medium,4.31,5.8,3.26,792,20,29,364.5,2
Gombe,Nafada,2018,4.93,Medium,4.32,5.38,4.75,798,21,34,444.6,3
Gombe,Nafada,2019,5.65,Medium,4.65,6.36,3.79,696,16,22,280.2,3
Gombe,Nafada,2020,5.46,Medium,3.97,6.46,3.56,801,36,40,491.6,2
Gombe,Nafada,2021,5.47,Medium,4.7,5.83,3.72,866,24,33,432.3,1
Gombe,Nafada,2022,5.78,Medium,4.71,6.5,3.51,915,31,42,555.2,1
Gombe,Nafada,2023,6.01,Medium,6.13,5.57,3.36,908,22,41,547.9,3
Gombe,Nafada,2024,5.63,Medium,5.14,6.03,4.17,774,37,26,339.5,2
Gombe,Shomgom,2018,5.01,Medium,4.96,4.94,4.75,782,35,40,510.3,1
Gombe,Shomgom,2019,6.43,Medium,6.05,6.67,3.28,829,18,43,539.3,1
Gombe,Shomgom,2020,5.03,Medium,4.04,5.43,3.8,671,37,50,631.9,2
Gombe,Shomgom,2021,5.76,Medium,6.14,5.34,4.16,728,29,42,513.5,3
Gombe,Shomgom,2022,5.09,Medium,4.2,5.22,3.4,854,27,20,248.7,2
Gombe,Shomgom,2023,5.75,Medium,6.51,4.62,3.53,839,40,30,373.9,1
Gombe,Shomgom,2024,6.12,Medium,6.72,5.35,3.53,755,39,21,277.7,2
Gombe,Yamaltu/Deba,2018,5.62,Medium,5.51,5.12,3.14,759,31,27,347.8,3
Gombe,Yamaltu/Deba,2019,5.24,Medium,5.65,4.7,4.52,758,30,36,458.7,1
Gombe,Yamaltu/Deba,2020,6.25,Medium,6.4,6.59,4.73,703,37,45,562.2,3
Gombe,Yamaltu/Deba,2021,6.02,Medium,6.35,5.97,4.55,880,13,47,626.3,2
Gombe,Yamaltu/Deba,2022,6.12,Medium,6.2,6.48,4.76,754,38,41,545.2,2
Gombe,Yamaltu/Deba,2023,5.91,Medium,5.4,6.85,4.95,836,22,29,376.8,3
Gombe,Yamaltu/Deba,2024,5.78,Medium,5.06,6.71,4.65,827,21,50,639.4,2
Imo,Aboh Mbaise,2018,6.75,High,6.25,7.68,4.12,2377,18,17,212.0,3
Imo,Aboh Mbaise,2019,5.57,Medium,5.62,6.08,5.53,2277,28,10,133.1,1
Imo,Aboh Mbaise,2020,5.77,Medium,5.75,6.47,5.57,2430,20,21,255.1,2
Imo,Aboh Mbaise,2021,5.4,Medium,5.54,5.43,4.95,2419,15,18,224.9,1
Imo,Aboh Mbaise,2022,6.47,Medium,6.98,7.19,5.99,2099,28,12,151.5,1
Imo,Aboh Mbaise,2023,6.24,Medium,5.8,7.38,5.19,1983,20,9,114.5,1
Imo,Aboh Mbaise,2024,6.92,High,6.44,8.03,4.35,2375,19,10,131.9,3
Imo,Ahiazu Mbaise,2018,6.8,High,6.84,7.65,4.97,1986,22,17,208.7,3
Imo,Ahiazu Mbaise,2019,5.56,Medium,5.37,5.88,4.67,1833,11,13,167.2,2
Imo,Ahiazu Mbaise,2020,6.22,Medium,6.09,7.41,5.88,1913,12,8,106.4,3
Imo,Ahiazu Mbaise,2021,6.08,Medium,6.85,6.15,5.59,2101,18,21,268.7,2
Imo,Ahiazu Mbaise,2022,6.4,Medium,6.75,6.43,4.37,1961,26,14,178.5,1
Imo,Ahiazu Mbaise,2023,6.56,Medium,6.27,7.23,4.22,2055,15,10,126.9,1
Imo,Ahiazu Mbaise,2024,6.89,High,7.2,7.71,5.38,2153,17,23,301.7,3
Imo,Ehime Mbano,2018,6.38,Medium,7.72,5.56,4.64,2137,13,20,254.7,3
Imo,Ehime Mbano,2019,6.62,Medium,7.33,7.09,5.75,2308,15,19,231.4,1
Imo,Ehime Mbano,2020,5.88,Medium,5.87,6.39,5.1,2061,23,21,260.1,1
Imo,Ehime Mbano,2021,6.1,Medium,7.74,5.57,6.11,1967,25,13,165.2,2
Imo,Ehime Mbano,2022,6.76,High,6.91,7.07,4.18,2368,27,14,185.1,3
Imo,Ehime Mbano,2023,6.65,Medium,6.2,7.94,5.04,2314,21,22,276.1,3
Imo,Ehime Mbano,2024,6.76,High,6.97,7.62,5.37,2447,24,10,125.0,2
Imo,Ezinihitte,2018,5.78,Medium,5.78,5.98,4.64,2299,18,15,196.0,1
Imo,Ezinihitte,2019,5.6,Medium,5.75,6.11,5.71,2022,27,19,235.2,3
Imo,Ezinihitte,2020,6.76,High,7.57,7.04,5.4,1869,24,22,292.3,2
Imo,Ezinihitte,2021,5.82,Medium,6.33,6.06,5.65,2006,25,9,115.0,3
Imo,Ezinihitte,2022,6.26,Medium,7.16,6.29,5.6,2413,26,9,112.1,1
Imo,Ezinihitte,2023,6.71,High,7.99,6.72,5.89,2602,18,16,200.0,2
Imo,Ezinihitte,2024,6.97,High,7.44,8.07,6.16,2379,20,12,149.7,1
Imo,Ideato North,2018,6.4,Medium,5.35,7.67,4.02,2341,24,11,146.6,1
Imo,Ideato North,2019,5.85,Medium,6.66,5.85,5.76,2394,15,18,236.1,1
Imo,Ideato North,2020,6.33,Medium,6.5,6.93,5.19,2115,13,16,208.7,3
Imo,Ideato North,2021,6.14,Medium,6.83,6.5,5.98,2503,14,20,262.2,2
Imo,Ideato North,2022,6.25,Medium,5.88,7.31,5.11,2419,32,11,139.1,3
Imo,Ideato North,2023,6.73,High,7.21,6.84,4.41,2642,14,12,152.0,3
Imo,Ideato North,2024,6.2,Medium,6.5,6.3,4.57,2129,12,25,330.6,2
Imo,Ideato South,2018,6.89,High,7.34,7.17,4.57,1871,26,17,218.7,3
Imo,Ideato South,2019,5.65,Medium,5.89,5.6,4.73,2190,28,8,101.1,1
Imo,Ideato South,2020,6.41,Medium,6.82,6.38,4.36,2099,10,17,219.9,1
Imo,Ideato South,2021,5.83,Medium,5.72,6.34,4.95,2474,22,22,291.7,3
Imo,Ideato South,2022,6.0,Medium,6.3,6.67,5.94,2105,31,21,275.1,3
Imo,Ideato South,2023,6.49,Medium,7.45,6.25,4.96,2054,29,13,171.4,3
Imo,Ideato South,2024,7.0,High,7.93,6.78,4.41,2688,14,18,231.8,3
Imo,Ihitte/Uboma,2018,6.18,Medium,7.54,5.38,4.92,2195,18,17,206.9,2
Imo,Ihitte/Uboma,2019,6.14,Medium,5.46,7.22,4.64,2361,27,18,235.7,1
Imo,Ihitte/Uboma,2020,6.89,High,7.63,7.61,6.04,1877,17,12,149.5,1
Imo,Ihitte/Uboma,2021,6.22,Medium,6.78,6.02,4.53,2199,11,17,225.7,2
