year,place,lga,state,fpi_score,annual_rainfall_mm,population_exposed_thousands
2019,Guidan Kurau,Sabon Birni,Sokoto,1.84,1830,0.715
2019,Gujba,Gujba,Yobe,2.19,304,0.714
2019,Gulani,Gulani,Yobe,1.69,582,0.898
2019,Gulbin Boka,Mariga,Niger,9.18,1177,0.867
2019,Gulu,Lapai,Niger,3.06,1146,0.972
2019,Gulumba Gana,Bama,Borno,5.39,627,0.934
2019,Guma,Mashi,Katsina,9.31,717,0.798
2019,GUMEL,Gumel,Jigawa,2.1,426,0.837
2019,Gummi,Gummi,Zamfara,1.51,779,0.693
2019,Gumsa,Geidam,Yobe,7.33,462,0.672
2019,Gumsi,Machina,Yobe,1.54,1462,0.539
2019,Gurai,Magama,Niger,9.44,1031,0.808
2019,Gurin,Fufore,Adamawa,7.44,444,0.748
2019,Gusau,Gusau,Zamfara,7.73,690,0.719
2019,Gwadadi,Rabah,Sokoto,2.32,1831,0.617
2019,Gwagwada,Chikun,Kaduna,2.91,1769,0.627
2019,Gwanara,Baruten,Kwara,2.44,1153,0.835
2019,GWARAM,Gwaram,Jigawa,5.91,133,0.849
2019,Gwasero,Baruten,Kwara,3.89,555,0.636
2019,Gwashi,Bukkuyum,Zamfara,6.24,1126,0.76
2019,HADEJIA,Hadejia,Jigawa,2.24,1437,0.654
2019,Hamdullahi,Albasu,Kano,9.75,760,0.749
2019,Harbo,Jahun,Jigawa,7.44,699,0.615
2019,Hardo Buba,Biriniwa,Jigawa,1.22,1933,0.813
2019,Hong,Hong,Adamawa,5.76,1054,0.774
2019,IBADAN,Ibadan North West,Oyo,3.64,1721,0.755
2019,Ibeto,Magama,Niger,3.67,1882,0.515
2019,Ibi,Ibi,Taraba,7.54,415,0.972
2019,Ibillo,Akoko-Edo,Edo,3.83,789,0.696
2019,Iboro,Egbado North,Ogun,3.47,589,0.547
2019,Ida,Kagarko,Kaduna,9.51,1297,0.543
2019,Idah,Idah,Kogi,3.66,268,0.959
2019,Idanre,Idanre,Ondo,9.04,167,0.531
2019,Idi-lya,Ido,Oyo,9.26,1284,0.952
2019,Idoani,Ose,Ondo,3.42,961,0.588
2019,Idon,Kauru,Kaduna,7.73,1802,0.902
2019,Ifaki,Ido-Osi,Ekiti,5.8,1696,0.577
2019,Ife,Yagba East,Kogi,4.15,140,0.6
2019,IFE,Ife East,Osun,2.69,1577,0.933
2019,Iferri,Mariga,Niger,3.04,898,0.656
2019,Ifon,Ose,Ondo,6.36,153,0.771
2019,Igabi,Igabi,Kaduna,6.84,688,0.729
2019,Igana,Iwajowa,Oyo,4.24,1807,0.713
2019,Igangan,Ibarapa North,Oyo,1.33,565,0.81
2019,Igbaja,Ifelodun,Kwara,1.72,388,0.676
2019,Igbara-Odo,Ekiti South West,Ekiti,3.66,925,0.652
2019,Igbekhue,Orhionmwon,Edo,1.46,883,0.754
2019,Igbessa,Ado-Odo/Ota,Ogun,1.13,826,0.981
2019,Igbetti,Olorunsogo,Oyo,6.52,650,0.963
2019,Igbo Ora,Ibarapa Central,Oyo,8.71,1059,0.969
2019,Igboho,Orelope,Oyo,4.09,566,0.636
2019,Igbor,Gwer East,Benue,1.93,1246,0.707
2019,Igbotako,Okitipupa,Ondo,3.73,1347,0.939
2019,Ignohemwen,Ovia North East,Edo,6.79,1770,0.958
2019,Igumale,Ado,Benue,3.16,217,0.939
2019,IHIALA,Ihiala,Anambra,6.16,168,0.952
2019,IJEBU-ODE,Ijebu Ode,Ogun,1.05,1485,0.68
2019,Ijero,Ijero,Ekiti,3.84,1598,0.751
2019,Ikang,Akpabuyo,Cross River,4.42,1568,0.997
2019,Ikara,Ikara,Kaduna,1.17,1571,0.515
2019,Ikerre,Ikere,Ekiti,4.73,1410,0.556
2019,IKIRE,Isokan,Osun,2.04,1342,0.744
2019,IKIRUN,Ifelodun,Osun,3.33,901,0.611
2019,IKOM,Ikom,Cross River,2.46,408,0.762
2019,IKORODU,Ikorodu,Lagos,5.15,639,0.733
2019,Ikosi,Epe,Lagos,4.2,1901,0.514
2019,Ikot Ubo,Nsit Ubium,Akwa Ibom,4.57,416,0.894
2019,Ikot-Ekpene,Ikot Ekpene,Akwa Ibom,4.26,328,0.661
2019,ILA ORANGUN,Ila,Osun,9.12,638,0.881
2019,Ilaro,Egbado South,Ogun,1.41,1871,0.941
2019,ILESHA,Ilesha East,Osun,3.05,1181,0.914
2019,Ilesha-Ibariba,Baruten,Kwara,4.9,881,0.922
2019,Illo,Bagudo,Kebbi,6.26,1631,0.733
2019,ILORIN,Ilorin West,Kwara,3.11,1899,0.815
2019,Ilumawfin,Epe,Lagos,5.46,380,0.769
2019,Ilu-Omoba,Aiyekire (Gbonyin),Ekiti,3.96,901,0.524
2019,Imorun,Odigbo,Ondo,2.05,260,0.527
2019,Ingawa,Ingawa,Katsina,1.01,450,0.766
2019,Inyanagu,,,2.61,724,0.646
2019,Ipetu,Oriade,Osun,7.7,572,0.557
2019,Iporo,Oye,Ekiti,5.47,1602,0.818
2019,Iranyin,Surulere,Oyo,3.15,186,0.716
2019,Irele,Irele,Ondo,5.35,1306,0.54
2019,Iri,Rijau,Niger,6.28,1386,0.656
2019,Irrua,Esan Central,Edo,3.12,1456,0.914
2019,ISA,Isa,Sokoto,4.04,1369,0.988
2019,Isampo,Bomadi,Delta,3.63,329,0.77
2019,Isanlu-Esa,Yagba West,Kogi,6.22,1341,0.903
2019,Ise,Ise/Orun,Ekiti,3.08,1303,0.61
2019,ISEYIN,Iseyin,Oyo,7.65,1990,0.761
2019,Ishaga,Oshodi-Isolo,Lagos,1.24,706,0.979
2019,Itapa,Oye,Ekiti,5.68,767,0.933
2019,Itas,Itas/Gadau,Bauchi,5.86,1519,0.695
2019,Itobe,Ofu,Kogi,8.04,833,0.519
2019,Iwerekun,Ibeju/Lekki,Lagos,4.15,275,0.706
2019,IWO,Iwo,Osun,9,549,0.975
2019,Iyahe,Yala,Cross River,2.98,500,0.833
2019,Izge Rana,Gwoza,Borno,8.26,1518,0.744
2019,Izom,Gurara,Niger,8.79,619,0.528
2019,J. Abdullahi,Bali,Taraba,1.64,891,0.905
2019,Jada,Jada,Adamawa,2.05,1430,0.951
2019,Jajibiriri,Yunusari,Yobe,9.27,632,0.639
2019,Jakusko,Jakusko,Yobe,6.25,1266,0.86
2019,Jalam,Damban,Bauchi,9.93,1282,0.759
2019,JALINGO,Jalingo,Taraba,2.67,1593,0.857
2019,JAMAARE,Jama'are,Bauchi,2.99,1902,0.8
2019,Jambako,Maradun,Zamfara,5.84,1345,0.548
2019,Jarang,Mayo-Belwa,Adamawa,2.96,904,0.981
2019,Jarmowo,Giade,Bauchi,5.24,192,0.628
2019,JEBBA,Moro,Kwara,5.31,1913,0.606
2019,Jega,Jega,Kebbi,3.81,1579,0.66
2019,Jege,Yagba East,Kogi,3.6,351,0.593
2019,Jen,Lau,Taraba,1.97,1471,0.778
2019,Jere,Kagarko,Kaduna,6.57,955,0.968
2019,Jiberu,Girei,Adamawa,9.94,1266,0.728
2019,Jibiya,Jibia,Katsina,8.54,1143,0.933
2019,Jilli,Gubio,Borno,4.91,812,0.808
2019,Jima,Gbako,Niger,4.63,370,0.716
2019,Jimeta,Yola North,Adamawa,2.46,1389,0.933
2019,Jinjere,Kogi,Kogi,7.63,1580,0.946
2019,JOS,Jos North,Plateau,2.38,1131,0.739
2019,KABBA,Kabba/Bunu,Kogi,1.99,1021,0.664
2019,Kabogi,Mashegu,Niger,1.77,1353,0.856
2019,Kachako,Takai,Kano,3.75,1610,0.823
2019,Kachia,Kachia,Kaduna,2.75,282,0.57
2019,Kadagiwa,Wurno,Sokoto,7.74,1602,0.908
2019,Kadaura,Birnin-Gwari,Kaduna,2.34,905,0.997
2019,Kade,Shanga,Kebbi,5.74,1627,0.736
2019,KADUNA,Kaduna North,Kaduna,1.42,1741,0.79
2019,KAFANCHAN,Jema'a,Kaduna,5.6,853,0.575
2019,Kafin,Paikoro,Niger,5.12,738,0.74
2019,Kagarko,Kagarko,Kaduna,1.76,1681,0.889
2019,Kaiama,Kaiama,Kwara,3.99,815,0.787
2019,Kaingwa,Arewa-Dandi,Kebbi,7.91,1456,0.515
2019,Kainyehu,Toto,Nasarawa,1.93,742,0.851
2019,Kajiji,Shagari,Sokoto,8.31,235,0.912
2019,Kakangi,Birnin-Gwari,Kaduna,5.85,1797,0.517
2019,Kala Kafra,Kala/Balge,Borno,5.65,532,0.671
2019,Kalgo,Kalgo,Kebbi,4.83,1265,0.731
2019,Kali,Borgu,Niger,1.12,724,0.662
2019,Kalmai,Billiri,Gombe,9.45,340,0.783
2019,Kamba,Dandi,Kebbi,1.45,1278,0.937
2019,KANGI,Shanga,Kebbi,6.85,115,0.629
2019,Kankara,Kankara,Katsina,5.03,286,0.548
2019,Kankiya,Kankia,Katsina,8.33,599,0.754
2019,Kanya Baba,Babura,Jigawa,6.67,1885,0.671
2019,Karagu,Yunusari,Yobe,1.37,1379,0.874
2019,Karama,Gagarawa,Jigawa,6.84,1797,0.661
2019,Karauchi,Maru,Zamfara,6.2,870,0.591
2019,Karaye,Karaye,Kano,6.03,1940,0.743
2019,Kare,Fika,Yobe,3.24,1525,0.611
2019,Kariari,Bursari,Yobe,1.39,995,0.914
2019,Karim Lamido,Karim-Lamido,Taraba,1.7,1581,0.726
2019,Karo,Mokwa,Niger,9.18,1691,0.929
2019,Karshi,Abuja Municipal,Federal Capital Territory,2.09,1209,0.986
2019,Karunji,Baruten,Kwara,6.69,1807,0.672
2019,Kataergi,Katcha,Niger,7.36,1161,0.559
2019,Katagum,Zaki,Bauchi,4.52,1517,0.842
2019,Katami,Silame,Sokoto,4.72,1555,0.82
2019,Katamma,Jakusko,Yobe,9.69,1115,0.835
2019,KATSINA,Katsina,Katsina,2.09,1148,0.78
2019,KATSINA ALA,Katsina-Ala,Benue,5.4,613,0.507
2019,Kaugama,Kaugama,Jigawa,9.66,1701,0.775
2019,Kaura Namoda,Kaura Namoda,Zamfara,9.42,921,0.826
2019,Kazaure,Kazaure,Jigawa,4.07,1938,0.716
2019,Keana,Keana,Nasarawa,7.65,889,0.94
2019,Kebbe,Kebbe,Sokoto,6.1,121,0.954
2019,KEFFI,Keffi,Nasarawa,8.74,1764,0.887
2019,Keffin Hausa,Kafin Hausa,Jigawa,2.55,317,0.866
2019,Kembu,Ngaski,Kebbi,4.01,787,0.882
2019,Kende,Bagudo,Kebbi,1.22,1685,0.782
2019,Kenu,Baruten,Kwara,3.22,1370,0.792
2019,Kerun,Bukkuyum,Zamfara,5.87,1090,0.595
2019,Kesangala,Nganzai,Borno,6.71,677,0.912
2019,Kilogbe,Baruten,Kwara,4.76,1873,0.892
2019,Kinsha,Gamawa,Bauchi,3.03,1724,0.711
2019,Kiri,Shelleng,Adamawa,3.53,630,0.628
2019,Kirikasama,Kiri Kasamma,Jigawa,4.7,1937,0.78
2019,KISHI,Irepo,Oyo,6.26,235,0.516
2019,Kiyawa,Kiyawa,Jigawa,4.74,862,0.644
2019,Kogin Baba,Toungo,Adamawa,3.18,181,0.668
2019,KOKO,Shanga,Kebbi,9.79,918,0.744
2019,Kokori,Ethiope East,Delta,8.53,1185,0.735
2019,Kokuwa,Gulani,Yobe,9.92,526,0.926
2019,Kombo,Balanga,Gombe,1.69,461,0.706
2019,Konduga,Konduga,Borno,3.51,1135,0.795
2019,Konkul,Maiha,Adamawa,6.81,306,0.945
2019,Konkwesso,Borgu,Niger,7.22,1022,0.935
2019,KONTAGORA,Kontagora,Niger,9.1,862,0.928
2019,Kotonkoro,Mariga,Niger,5.73,1067,0.744
2019,Kubacha,Kagarko,Kaduna,7.25,384,0.733
2019,Kubli,Borgu,Niger,5.99,385,0.946
2019,Kudan,Kudan,Kaduna,9.7,1610,0.572
2019,Kujakwa,Kuje,Federal Capital Territory,9.85,1616,0.732
2019,Kuje,Abuja Municipal,Federal Capital Territory,5.83,1590,0.686
2019,Kukawa,Kukawa,Borno,2.58,1441,0.939
2019,Kumagunnam,Yusufari,Yobe,1.1,1428,0.933
2019,Kumshe,Bama,Borno,1.49,1496,0.508
2019,Kumuo,Shira,Bauchi,6.99,1496,0.709
2019,Kunchi,Kunchi,Kano,7.77,765,0.703
2019,Kunya,Minjibir,Kano,1.77,440,0.569
2019,Kura,Kura,Kano,2.82,1103,0.599
2019,Kurama Suko,Fakai,Kebbi,2.7,696,0.996
2019,Kurdula,Gudu,Sokoto,5.54,1803,0.98
2019,Kurfi,Kurfi,Katsina,9.93,592,0.708
2019,Kurua,Tureta,Sokoto,5.22,1369,0.906
2019,Kurugin Maidowa,Mariga,Niger,2.11,1401,0.584
2019,Kurukuru,Sabon Birni,Sokoto,1.79,935,0.534
2019,Kusheriki,Rafi,Niger,9.43,1350,0.682
2019,Kutigi,Lavun,Niger,7.24,1379,0.658
2019,Kutiluko,Agaie,Niger,9.67,958,0.675
2019,Kutiwenji,Lavun,Niger,4.5,975,0.954
2019,Kwadaga,Birnin-Gwari,Kaduna,7.87,476,0.923
2019,Kwajaffa Babur,Hawul,Borno,1.09,689,0.779
2019,Kwali,Kwali,Federal Capital Territory,8.54,421,0.978
2019,Kware,Kware,Sokoto,3.12,1740,0.646
2019,Kwiambana,Maru,Zamfara,6.17,1799,0.714
2019,Kwolla,Qua'an Pan,Plateau,5.15,223,0.786
2019,Lafagu,Bagudo,Kebbi,7.28,1749,0.877
2019,Lafia,Dekina,Kogi,9.76,1005,0.803
2019,LAFIAGI,Edu,Kwara,5.44,1140,0.868
2019,LAGOS,Eti-Osa,Lagos,3.91,524,0.551
2019,Lalupon,Lagelu,Oyo,3.72,1842,0.835
2019,Lame,Toro,Bauchi,1.87,614,0.859
2019,Laminga,Nasarawa,Nasarawa,5.1,1357,0.574
2019,Langtang,Langtang North,Plateau,7.69,1600,0.718
2019,Lanlate,Ibarapa East,Oyo,1.88,720,0.599
2019,Lantewa,Tarmua,Yobe,4.59,1993,0.918
2019,Lapai,Lapai,Niger,5.76,607,0.787
2019,Lau,Lau,Taraba,8.05,871,0.709
2019,Lema,Arewa-Dandi,Kebbi,7.27,1721,0.978
2019,LERE,Tafawa-Balewa,Bauchi,7.7,478,0.679
2019,Letugbene,Ekeremor,Bayelsa,4.06,892,0.955
2019,Libba,Maiyama,Kebbi,9.23,382,0.943
2019,Limanti,Mafa,Borno,7.6,1249,0.661
2019,Little Gombi,Gombi,Adamawa,5.26,487,0.663
2019,Ljaiye,Itesiwaju,Oyo,7.68,324,0.922
2019,LOGOMANI,Ngala,Borno,8,1345,0.739
2019,LOKOJA,Lokoja,Kogi,8.5,1570,0.62
2019,Lollo,Bagudo,Kebbi,3.99,1432,0.595
2019,Madalla,Suleja,Niger,5.07,329,0.962
2019,Madara,Katagum,Bauchi,8.18,182,0.796
2019,Mafa,Mafa,Borno,3.91,1436,0.969
2019,Magami,Gusau,Zamfara,5.6,334,0.909
2019,Magumeri,Magumeri,Borno,3.76,983,0.877
2019,Mahuta,Fakai,Kebbi,2.39,103,0.962
2019,Mai Gora,Faskari,Katsina,3.19,386,0.79
2019,MAIDUGURI,Maiduguri,Borno,8.04,1208,0.837
2019,Maigatari,Maigatari,Jigawa,5.51,1018,0.572
2019,Maiha,Maiha,Adamawa,3.73,362,0.919
2019,Maimadi,Alkaleri,Bauchi,4.58,720,0.93
2019,Mainok,Kaga,Borno,1.53,1437,0.875
2019,Maiyema,Maiyama,Kebbi,3.92,154,0.999
2019,MAKURDI,Makurdi,Benue,6.69,1609,0.987
2019,Mala,Gassol,Taraba,3.97,826,0.807
2019,Malissa,Gwandu,Kebbi,9.26,1790,0.601
2019,Mallamji,Tureta,Sokoto,4.44,1141,0.506
2019,Malum Maja,Dikwa,Borno,5.84,1022,0.839
2019,Malumfashi,Malumfashi,Katsina,2.7,1194,0.968
2019,Mamu,Ijebu North,Ogun,4.78,466,0.808
2019,Manegi,Mashegu,Niger,4.9,421,0.686
2019,Mani,Mani,Katsina,9.36,1148,0.8
2019,Manmagi,Gbako,Niger,8.71,1951,0.945
2019,Manu,Tangaza,Sokoto,5.14,1579,0.794
2019,Maradun,Maradun,Zamfara,5.18,1203,0.579
2019,Marafa,Fakai,Kebbi,4.51,305,0.962
2019,Mararaba,Donga,Taraba,6.83,629,0.689
2019,Marguba,Kaga,Borno,5.92,1003,0.517
2019,Marnona,Wurno,Sokoto,9.01,546,0.616
2019,Marte,Marte,Borno,9.35,1279,0.76
2019,Masba,Konduga,Borno,3.46,1633,0.994
2019,Mashe,Edu,Kwara,2.43,414,0.849
2019,Matani,Toto,Nasarawa,5.45,849,0.55
2019,Matari,Soba,Kaduna,2.58,1105,0.6
2019,Mato,Shendam,Plateau,2.1,547,0.521
2019,Matsena,Machina,Yobe,1.23,145,0.689
2019,Mayaki,Lapai,Niger,4.2,559,0.575
2019,Mayo Faran,Mayo-Belwa,Adamawa,7.85,867,0.981
2019,Mayo Lope,Demsa,Adamawa,8,372,0.628
2019,Mayo Ndaga,Sardauna,Taraba,3.75,716,0.941
2019,Mbara,Vandeikya,Benue,1.02,257,0.518
2019,Meko,Imeko-Afon,Ogun,2.79,509,0.624
2019,Meori,Yusufari,Yobe,3.14,1185,0.61
2019,MINNA,Chanchaga,Niger,3.82,1452,0.576
2019,Miringa,Biu,Borno,5.22,1190,0.898
2019,Misau,Misau,Bauchi,6.6,1423,0.786
2019,Miya,Ganjuwa,Bauchi,9.33,1532,0.872
2019,Mogo,Agwara,Niger,7.6,927,0.595
2019,MOKWA,Mokwa,Niger,3.13,1040,0.846
2019,Monguno,Monguno,Borno,9.23,602,0.953
2019,Moniya,Akinyele,Oyo,7.84,1345,0.81
2019,Monkin,Zing,Taraba,4.1,1308,0.793
2019,Mopa,Mopa-Muro,Kogi,9.84,1417,0.748
2019,Moriki,Zurmi,Zamfara,9.76,1752,0.637
2019,Moroa,Akwanga,Nasarawa,9.99,291,0.533
2019,Mosalachi,Mokwa,Niger,8.04,1477,0.542
2019,Moshi,Kaiama,Kwara,7.59,1892,0.789
2019,Mubi,Mubi South,Adamawa,8.98,1805,0.559
2019,Muduru,Mani,Katsina,6.49,452,0.669
2019,Mule,Mashegu,Niger,3.03,1952,0.728
2019,Mulgai,Damboa,Borno,1.64,1393,0.51
2019,Mungadi,Maiyama,Kebbi,6.66,364,0.799
2019,Murba,Damaturu,Yobe,9.73,557,0.967
2019,Muri,Karim-Lamido,Taraba,7.57,1895,0.874
2019,Musawa,Musawa,Katsina,5.31,822,0.643
2019,Mutum Biyu,Gassol,Taraba,4.51,1696,0.604
2019,Mutumji,Maru,Zamfara,5.69,1673,0.717
2019,Muya,Birnin-Gwari,Kaduna,4.12,1240,0.903
2019,NAFADA,Nafada,Gombe,10,709,0.744
2019,Namu,Qua'an Pan,Plateau,1.31,1566,0.609
2019,Nasarawa,Shanga,Kebbi,6.49,1080,0.751
2019,Nasarawa,Bukkuyum,Zamfara,5.73,448,0.962
2019,NASARAWA,Nasarawa,Nasarawa,2.6,733,0.856
2019,Ndashe,Lapai,Niger,2.54,1921,0.586
2019,Ngamdu,Kaga,Borno,2.61,918,0.789
2019,Ngelewa,Marte,Borno,1.39,193,0.542
2019,Ngurore,Yola South,Adamawa,4.19,1150,0.943
2019,NGURU,Nguru,Yobe,9.38,121,0.662
2019,Nikrowa,Ovia South West,Edo,1.64,1946,0.994
2019,Ningi,Ningi,Bauchi,3.9,977,0.954
2019,Nsukka,Nsukka,Enugu,5.25,659,0.819
2019,Nugmagi,Lapai,Niger,9.5,866,0.942
2019,Nugurosoye,Bama,Borno,2.7,597,0.57
2019,Numan,Numan,Adamawa,1.27,654,0.881
2019,Obi,Obi,Nasarawa,7.65,633,0.53
2019,Obudu,Obudu,Cross River,2.47,808,0.802
2019,Odenyi,Bassa,Kogi,4.45,544,0.779
2019,Odo-Ogun,Oyo West,Oyo,7.2,1522,0.666
2019,OFFA,Offa,Kwara,7.7,1287,0.594
2019,OGBOMOSHO,Ogbomosho North,Oyo,9.61,728,0.696
2019,Ogboro,Saki East,Oyo,7.68,339,0.615
2019,Ogidigbe,Warri South West,Delta,2.51,741,0.704
2019,OGOJA,Ogoja,Cross River,7.14,739,0.902
2019,Ogunbayo,Ifelodun,Kwara,2.17,167,0.929
2019,Oji River Settlement,Oji-River,Enugu,1.14,1184,0.633
2019,Okarki,Ahoada West,Rivers,9.13,1388,0.537
2019,Oke Igbira,Ikole,Ekiti,7.69,624,0.931
2019,OKE-IHO,Kajola,Oyo,5.59,262,0.96
2019,Oke-Ile,Iwajowa,Oyo,1.27,1523,0.666
2019,Okeluse,Ovia North East,Edo,1.21,1563,0.695
2019,Oke-Mesi,Ekiti West,Ekiti,5.5,252,0.506
2019,OKENE,Adavi,Kogi,3.39,1262,0.502
2019,Okha,Ovia South West,Edo,5.44,1918,0.9
2019,Okigwi,Okigwe,Imo,3.2,1334,0.61
2019,Okitipupa,Okitipupa,Ondo,4.39,1385,0.739
2019,Okolushe-Egboro,Pategi,Kwara,6.19,1649,0.52
2019,Okpari,Ughelli South,Delta,9.28,582,0.6
2019,Okpiniama,Ogbia,Bayelsa,1.69,1339,0.728
2019,Okum Alfa,Eti-Osa,Lagos,7.12,1124,0.838
2019,Okumbiri,Brass,Bayelsa,5.73,332,0.839
2019,Okuta,Baruten,Kwara,4.07,1696,0.553
2019,Okwele,Unuimo,Imo,8.25,1855,0.586
2019,Ola,Abeokuta North,Ogun,4.37,1434,0.502
2019,Olojudro,Oluyole,Oyo,2.69,178,0.742
2019,Olugo,Ankpa,Kogi,2.65,194,0.778
2019,Omolomo,Warri North,Delta,7.73,849,0.509
2019,Omu-Aran,Irepodun,Kwara,5.84,1431,0.512
2019,Omuo,Ekiti East,Ekiti,1.71,466,0.621
2019,ONDO,Ondo West,Ondo,3.41,651,0.875
2019,ONITSHA,Onitsha North,Anambra,9.06,711,0.674
2019,Ora,Ovia North East,Edo,5.68,178,0.587
2019,Orah,Ovia South West,Edo,5.48,1347,0.625
2019,Ore,Odigbo,Ondo,7.11,1218,0.537
2019,Oro,Irepodun,Kwara,8.13,393,0.588
2019,Orogun,Ndokwa West,Delta,8.65,857,0.796
2019,Oron,Oron,Akwa Ibom,4.46,1749,0.543
2019,Oru,Ijebu North,Ogun,2.26,962,0.671
2019,Osenseni,Kogi,Kogi,1.94,1541,0.678
2019,OSHOGBO,Osogbo,Osun,2.92,898,0.554
2019,Osi,Ekiti,Kwara,5.35,828,0.996
2019,Otuan,Southern Ijaw,Bayelsa,3.65,756,0.954
2019,Otun,Moba,Ekiti,3.88,1790,0.963
2019,Oturkpo,Oturkpo,Benue,3.46,1785,0.747
2019,Oviri,Okpe,Delta,7.35,591,0.614
2019,Owerri,Owerri-Municipal,Imo,8.69,1337,0.834
2019,OWO,Owo,Ondo,1.33,1479,0.889
2019,OYO,Oyo East,Oyo,1.93,1229,0.896
2019,Pai,Wushishi,Niger,6.71,1610,0.513
2019,Paiko,Paikoro,Niger,5.91,1287,0.858
2019,Pambeguwa,Kubau,Kaduna,5.83,1366,0.822
2019,Pandam,Karu,Nasarawa,1.15,1334,0.728
2019,Pandogari,Rafi,Niger,7.94,1176,0.707
2019,PANKSHIN,Pankshin,Plateau,9.2,1601,0.53
2019,Panyam,Mangu,Plateau,8.04,1094,0.913
2019,Papalanto,Ewekoro,Ogun,4.27,957,0.834
2019,Pari,Kajuru,Kaduna,1.7,551,0.62
2019,Pate,Abaji,Federal Capital Territory,4.27,222,0.5
2019,Pategi,Pategi,Kwara,1.67,989,0.77
2019,Pinau,Wase,Plateau,8.5,1287,0.935
2019,Pizhi,Lavun,Niger,1.83,300,0.823
2019,PORT HARCOURT,Port-Harcourt,Rivers,2.14,925,0.991
2019,POTISKUM,Potiskum,Yobe,5.87,792,0.994
2019,Pupanyunyu,Askira/Uba,Borno,1.08,683,0.586
2019,Putuk,Alkaleri,Bauchi,3.15,968,0.952
2019,Rafin Dinga,Ningi,Bauchi,6.55,583,0.678
2019,Rafin Tsaka,Arewa-Dandi,Kebbi,2.42,871,0.8
2019,Rahama,Lere,Kaduna,3.94,970,0.732
2019,RAKA,Gwadabawa,Sokoto,2.47,1852,1
2019,Randeggi,Birnin-Gwari,Kaduna,5.79,508,0.969
2019,Rano,Rano,Kano,3.84,794,0.852
2019,Rauta,Bauchi,Bauchi,1.83,101,0.851
2019,Rijau,Rijau,Niger,7.01,1708,0.828
2019,RINGIM,Ringim,Jigawa,4.28,1545,0.959
2019,Rinjim Mukur,Toro,Bauchi,2.16,1542,0.543
2019,Ruan Badu,Maradun,Zamfara,1.03,906,0.718
2019,Rurum,Rano,Kano,2.51,845,0.972
2019,Rusu,Gusau,Zamfara,9.91,818,0.68
2019,Ruwan Doruwa,Bungudu,Zamfara,1.54,153,0.5
2019,Ruwan Jema,Bukkuyum,Zamfara,1.89,568,0.615
2019,Sabon Birni,Igabi,Kaduna,2.73,1304,0.942
2019,Sabon Gari,Toro,Bauchi,8.14,1820,0.512
2019,Sabon Gari,Darazo,Bauchi,2.36,179,0.943
2019,Sabon Gari,Koko/Besse,Kebbi,8.42,1684,0.728
2019,Sabon Gida,Borgu,Niger,3.87,1729,0.553
2019,Sade,Darazo,Bauchi,2.43,1663,0.529
2019,Saforogbon,Ese-Odo,Ondo,3.24,967,0.556
2019,Sainyinan Daji,Tambuwal,Sokoto,2.82,1528,0.873
2019,Sakaba,Sakaba,Kebbi,4.84,999,0.751
2019,Sakke,Wasagu/Danko,Kebbi,2.23,1258,0.957
2019,Sakwabe,Arewa-Dandi,Kebbi,1.18,1817,0.512
2019,Salka,Magama,Niger,1.47,1178,0.973
2019,Samamiya,Gwaram,Jigawa,2.06,219,0.589
2019,Samia,Bagudo,Kebbi,7.43,1607,0.583
2019,Sanbi,Bagudo,Kebbi,1.15,1865,0.661
2019,Sansanne,Gassol,Taraba,1.87,1234,0.826
2019,Sanusi,Odeda,Ogun,2.4,1853,0.792
2019,SAPELE,Sapele,Delta,8.97,590,0.655
2019,SARKIN PAWA,Muya,Niger,1.92,1813,0.677
2019,Sauri,Tsafe,Zamfara,7.32,1914,0.891
2019,Sendirdi,Gassol,Taraba,8.64,1181,0.952
2019,Serti,Gashaka,Taraba,2.5,822,0.764
2019,Shagamu,Shagamu,Ogun,7.54,1790,0.598
2019,SHAKI,Saki West,Oyo,1.32,172,0.935
2019,Shamaki,Ningi,Bauchi,8.8,129,0.982
2019,Shani,Shani,Borno,6.61,1905,0.927
2019,Shanono,Shanono,Kano,3.23,1194,0.837
2019,Share,Ifelodun,Kwara,6.87,1413,0.526
2019,Shemankar,Shendam,Plateau,5.69,927,0.729
2019,Shendam,Shendam,Plateau,3.07,1272,0.902
2019,Shika,Mokwa,Niger,9.95,1525,0.506
2019,Shinaka,Goronyo,Sokoto,1.88,526,0.725
2019,Shiwun,Obafemi-Owode,Ogun,1.53,671,0.953
2019,Shomulekiri,Kabba/Bunu,Kogi,4.21,1419,0.506
2019,Shonga,Edu,Kwara,9.11,390,0.891
2019,Siluko,Ovia South West,Edo,7.71,827,0.988
2019,Sitti,Sumaila,Kano,4.11,1203,0.508
2019,Soba,Soba,Kaduna,9.2,651,0.871
2019,Sofo-Birnin-Gwari,Birnin-Gwari,Kaduna,5.65,1108,0.884
2019,Sogaga,Kubau,Kaduna,6.28,188,0.735
2019,SOKOTO,Sokoto South,Sokoto,2.34,440,0.532
2019,Song,Song,Adamawa,4.99,754,0.771
2019,Sugu,Ganye,Adamawa,8.35,1695,0.531
2019,Sumaila,Sumaila,Kano,2.52,1541,0.857
2019,Suntai,Bali,Taraba,3.58,1344,0.755
2019,Suru,Suru,Kebbi,2.03,1447,0.693
2019,Suya,Baruten,Kwara,2.43,1381,0.858
2019,Swate,Borgu,Niger,1.58,186,0.53
